"event_id","time_interval","district","location1","location2","location3","link"
"activist_940",2019-11-13 22:00:00 HKT--2019-11-13 23:59:59 HKT,"元朗區","嘉湖山莊 賞湖居",NA,NA,"https://t.me/hktgb/36500,https://t.me/hktgb/36527,https://t.me/hktgb/36529,https://t.me/hktgb/36554,https://t.me/hktgb/36578,https://t.me/hktgb/36589,https://t.me/hktgb/36597,https://t.me/hktgb/36599,https://t.me/hktgb/36602,https://t.me/hktgb/36612,https://t.me/hktgb/36703,https://t.me/antiextraditionverifiednews/2765,https://t.me/antiextraditionverifiednews/2767,https://t.me/antiextraditionverifiednews/2769,https://t.me/antiextraditionverifiednews/2774,https://t.me/reminder612/23545,https://t.me/reminder612/23551,https://t.me/reminder612/23552,https://t.me/hknewchannel/2214,https://t.me/yuenlongox/12359,https://t.me/yuenlongox/12383,https://t.me/yuenlongox/12398,https://t.me/yuenlongox/12400,https://t.me/yuenlongox/12413,https://t.me/yuenlongox/12425,https://t.me/yuenlongox/12547,https://t.me/yuenlongox/12552,https://t.me/tsw8907/10213,https://t.me/tsw8907/10215,https://t.me/tsw8907/10216,https://t.me/tsw8907/10244,https://t.me/tsw8907/10347,https://t.me/tsw8907/10374,https://t.me/tsw8907/10432,https://t.me/realtimenewsbroadcasts/21181,https://t.me/realtimenewsbroadcasts/21182,https://t.me/realtimenewsbroadcasts/21187,https://t.me/realtimenewsbroadcasts/21193,https://t.me/realtimenewsbroadcasts/21200,https://t.me/realtimenewsbroadcasts/21201,https://t.me/realtimenewsbroadcasts/21202,https://t.me/realtimenewsbroadcasts/21204,https://t.me/realtimenewsbroadcasts/21246,https://t.me/realtimenewsbroadcasts/21247,https://t.me/realtimenewsbroadcasts/21251,https://t.me/eduhknews/7095,https://t.me/suck_sentinel_channel/4200"
"activist_941",2019-11-13 22:00:00 HKT--2019-11-13 23:59:59 HKT,"北區","天平邨",NA,NA,"https://t.me/hktgb/36505,https://t.me/northstation/5584,https://t.me/northstation/5586,https://t.me/northstation/5593,https://t.me/northstation/5597,https://t.me/northstation/5599,https://t.me/realtimenewsbroadcasts/21169,https://t.me/eduhknews/7076"
"activist_942",2019-11-13 22:00:00 HKT--2019-11-13 23:59:59 HKT,"北區","上水龍琛路",NA,NA,"https://t.me/hktgb/36505,https://t.me/northstation/5584,https://t.me/northstation/5586,https://t.me/northstation/5593,https://t.me/northstation/5597,https://t.me/northstation/5599,https://t.me/realtimenewsbroadcasts/21169,https://t.me/eduhknews/7076"
"activist_943",2019-11-13 22:00:00 HKT--2019-11-13 23:59:59 HKT,"沙田區","好運中心",NA,NA,"https://t.me/mosdefenders/10588,https://t.me/mosdefenders/10597,https://t.me/canigosomeplacefun/49703"
"activist_944",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"油尖旺區","旺角警署","太子道西、彌敦道",NA,"https://t.me/eatsyrup/18743,https://t.me/eatsyrup/18788,https://t.me/eatsyrup/18793,https://t.me/eatsyrup/18794,https://t.me/eatsyrup/18795,https://t.me/eatsyrup/18799,https://t.me/hktgb/36710,https://t.me/hktgb/36713,https://t.me/hktgb/36724,https://t.me/hktgb/36766,https://t.me/antiextraditionverifiednews/2775,https://t.me/antiextraditionverifiednews/2777,https://t.me/yuenlongox/12573,https://t.me/hkgstudentspower/3671,https://t.me/realtimenewsbroadcasts/21255,https://t.me/realtimenewsbroadcasts/21261,https://t.me/realtimenewsbroadcasts/21287,https://t.me/realtimenewsbroadcasts/21289,https://t.me/eduhknews/7114,https://t.me/suck_sentinel_channel/4259,https://t.me/suck_sentinel_channel/4265,https://t.me/munglunsavehk/17567"
"activist_945",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"油尖旺區","彌敦道、亞皆老街",NA,NA,"https://t.me/eatsyrup/18743,https://t.me/eatsyrup/18788,https://t.me/eatsyrup/18793,https://t.me/eatsyrup/18794,https://t.me/eatsyrup/18795,https://t.me/eatsyrup/18799,https://t.me/hktgb/36710,https://t.me/hktgb/36713,https://t.me/hktgb/36724,https://t.me/hktgb/36766,https://t.me/antiextraditionverifiednews/2775,https://t.me/antiextraditionverifiednews/2777,https://t.me/yuenlongox/12573,https://t.me/hkgstudentspower/3671,https://t.me/realtimenewsbroadcasts/21255,https://t.me/realtimenewsbroadcasts/21261,https://t.me/realtimenewsbroadcasts/21287,https://t.me/realtimenewsbroadcasts/21289,https://t.me/eduhknews/7114,https://t.me/suck_sentinel_channel/4259,https://t.me/suck_sentinel_channel/4265,https://t.me/munglunsavehk/17567"
"activist_946",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"元朗區","開心廣場",NA,NA,"https://t.me/hktgb/36763,https://t.me/taisindonteatteargas/10015,https://t.me/yuenlongox/12558,https://t.me/yuenlongox/12573,https://t.me/yuenlongox/12655,https://t.me/tsw8907/10669,https://t.me/tsw8907/10729,https://t.me/tsw8907/10733,https://t.me/realtimenewsbroadcasts/21254,https://t.me/realtimenewsbroadcasts/21263,https://t.me/realtimenewsbroadcasts/21283,https://t.me/eduhknews/7113,https://t.me/eduhknews/7121,https://t.me/kbflF5c/9134"
"activist_947",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"元朗區","天耀一邨","天耀二邨",NA,"https://t.me/hktgb/36763,https://t.me/taisindonteatteargas/10015,https://t.me/yuenlongox/12558,https://t.me/yuenlongox/12573,https://t.me/yuenlongox/12655,https://t.me/tsw8907/10669,https://t.me/tsw8907/10729,https://t.me/tsw8907/10733,https://t.me/realtimenewsbroadcasts/21254,https://t.me/realtimenewsbroadcasts/21263,https://t.me/realtimenewsbroadcasts/21283,https://t.me/eduhknews/7113,https://t.me/eduhknews/7121,https://t.me/kbflF5c/9134"
"activist_948",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"元朗區","新北江中心","天耀路、天湖路",NA,"https://t.me/hktgb/36763,https://t.me/taisindonteatteargas/10015,https://t.me/yuenlongox/12558,https://t.me/yuenlongox/12573,https://t.me/yuenlongox/12655,https://t.me/tsw8907/10669,https://t.me/tsw8907/10729,https://t.me/tsw8907/10733,https://t.me/realtimenewsbroadcasts/21254,https://t.me/realtimenewsbroadcasts/21263,https://t.me/realtimenewsbroadcasts/21283,https://t.me/eduhknews/7113,https://t.me/eduhknews/7121,https://t.me/kbflF5c/9134"
"activist_949",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"元朗區","天瑞一邨",NA,NA,"https://t.me/hktgb/36763,https://t.me/taisindonteatteargas/10015,https://t.me/yuenlongox/12558,https://t.me/yuenlongox/12573,https://t.me/yuenlongox/12655,https://t.me/tsw8907/10669,https://t.me/tsw8907/10729,https://t.me/tsw8907/10733,https://t.me/realtimenewsbroadcasts/21254,https://t.me/realtimenewsbroadcasts/21263,https://t.me/realtimenewsbroadcasts/21283,https://t.me/eduhknews/7113,https://t.me/eduhknews/7121,https://t.me/kbflF5c/9134"
"activist_950",2019-11-14 00:00:00 HKT--2019-11-14 01:59:59 HKT,"元朗區","天瑞二邨",NA,NA,"https://t.me/hktgb/36763,https://t.me/taisindonteatteargas/10015,https://t.me/yuenlongox/12558,https://t.me/yuenlongox/12573,https://t.me/yuenlongox/12655,https://t.me/tsw8907/10669,https://t.me/tsw8907/10729,https://t.me/tsw8907/10733,https://t.me/realtimenewsbroadcasts/21254,https://t.me/realtimenewsbroadcasts/21263,https://t.me/realtimenewsbroadcasts/21283,https://t.me/eduhknews/7113,https://t.me/eduhknews/7121,https://t.me/kbflF5c/9134"
"activist_951",2019-11-14 02:00:00 HKT--2019-11-14 03:59:59 HKT,"油尖旺區","旺角警署","聯合廣場","彌敦道、太子道西","https://t.me/eatsyrup/18804,https://t.me/eatsyrup/18805,https://t.me/hktgb/36801,https://t.me/hsuhkeb/3753,https://t.me/antiextraditionverifiednews/2781,https://t.me/hkgstudentspower/3696,https://t.me/realtimenewsbroadcasts/21291,https://t.me/canigosomeplacefun/49941"
"activist_952",2019-11-14 02:00:00 HKT--2019-11-14 03:59:59 HKT,"油尖旺區","彌敦道、亞皆老街",NA,NA,"https://t.me/eatsyrup/18804,https://t.me/eatsyrup/18805,https://t.me/hktgb/36801,https://t.me/hsuhkeb/3753,https://t.me/antiextraditionverifiednews/2781,https://t.me/hkgstudentspower/3696,https://t.me/realtimenewsbroadcasts/21291,https://t.me/canigosomeplacefun/49941"
"activist_953",2019-11-14 02:00:00 HKT--2019-11-14 03:59:59 HKT,"九龍城區","香港浸會大學",NA,NA,"https://t.me/hsuhkeb/3753,https://t.me/canigosomeplacefun/49941"
"activist_954",2019-11-14 02:00:00 HKT--2019-11-14 03:59:59 HKT,"黃大仙區","竹園",NA,NA,"https://t.me/canigosomeplacefun/49941,https://t.me/busuwatcher/248"
"activist_955",2019-11-14 06:00:00 HKT--2019-11-14 07:59:59 HKT,"油尖旺區","香港理工大學",NA,NA,"https://t.me/DemosistoOfficial/2118,https://t.me/polystudentscout/1580"
"activist_956",2019-11-14 08:00:00 HKT--2019-11-14 09:59:59 HKT,"油尖旺區","香港歷史博物館","香港科學館",NA,"https://t.me/weatherjj/16147,https://t.me/DemosistoOfficial/2119,https://t.me/hsuhkeb/3765,https://t.me/hsuhkeb/3768,https://t.me/hongkongstandstrong_live/8168,https://t.me/polystudentscout/1614,https://t.me/polystudentscout/1624,https://t.me/polystudentscout/1625,https://t.me/polystudentscout/1681,https://t.me/realtimenewsbroadcasts/21312,https://t.me/eduhknews/7138,https://t.me/eduhknews/7144,https://t.me/suck_sentinel_channel/4287,https://t.me/munglunsavehk/17726"
"activist_957",2019-11-14 08:00:00 HKT--2019-11-14 09:59:59 HKT,"油尖旺區","香港理工大學",NA,NA,"https://t.me/weatherjj/16147,https://t.me/DemosistoOfficial/2119,https://t.me/hsuhkeb/3765,https://t.me/hsuhkeb/3768,https://t.me/hongkongstandstrong_live/8168,https://t.me/polystudentscout/1614,https://t.me/polystudentscout/1624,https://t.me/polystudentscout/1625,https://t.me/polystudentscout/1681,https://t.me/realtimenewsbroadcasts/21312,https://t.me/eduhknews/7138,https://t.me/eduhknews/7144,https://t.me/suck_sentinel_channel/4287,https://t.me/munglunsavehk/17726"
"activist_958",2019-11-14 08:00:00 HKT--2019-11-14 09:59:59 HKT,"油尖旺區","漆咸道南、暢運道","漆咸道南、柯士甸道","暢運道、柯士甸道","https://t.me/weatherjj/16147,https://t.me/DemosistoOfficial/2119,https://t.me/hsuhkeb/3765,https://t.me/hsuhkeb/3768,https://t.me/hongkongstandstrong_live/8168,https://t.me/polystudentscout/1614,https://t.me/polystudentscout/1624,https://t.me/polystudentscout/1625,https://t.me/polystudentscout/1681,https://t.me/realtimenewsbroadcasts/21312,https://t.me/eduhknews/7138,https://t.me/eduhknews/7144,https://t.me/suck_sentinel_channel/4287,https://t.me/munglunsavehk/17726"
"activist_959",2019-11-14 18:00:00 HKT--2019-11-14 19:59:59 HKT,"北區","上水中心","新都廣場",NA,"https://t.me/weatherjj/16227,https://t.me/hktgb/37135,https://t.me/hsuhkeb/3788,https://t.me/northstation/6014,https://t.me/northstation/6016,https://t.me/realtimenewsbroadcasts/21389,https://t.me/realtimenewsbroadcasts/21390,https://t.me/realtimenewsbroadcasts/21391,https://t.me/canigosomeplacefun/50427"
"activist_960",2019-11-14 18:00:00 HKT--2019-11-14 19:59:59 HKT,"北區","上水龍琛里",NA,NA,"https://t.me/weatherjj/16227,https://t.me/hktgb/37135,https://t.me/hsuhkeb/3788,https://t.me/northstation/6014,https://t.me/northstation/6016,https://t.me/realtimenewsbroadcasts/21389,https://t.me/realtimenewsbroadcasts/21390,https://t.me/realtimenewsbroadcasts/21391,https://t.me/canigosomeplacefun/50427"
"activist_961",2019-11-14 20:00:00 HKT--2019-11-14 21:59:59 HKT,"油尖旺區","雅蘭中心","彌敦道、山東街",NA,"https://t.me/eatsyrup/19108,https://t.me/eatsyrup/19112,https://t.me/hktgb/37210,https://t.me/hktgb/37214,https://t.me/hktgb/37218,https://t.me/antiextraditionverifiednews/2797,https://t.me/UnitedHK18/3517,https://t.me/UnitedHK18/3520,https://t.me/reminder612/23642,https://t.me/pppnewstg/904,https://t.me/realtimenewsbroadcasts/21428,https://t.me/realtimenewsbroadcasts/21448,https://t.me/realtimenewsbroadcasts/21461,https://t.me/realtimenewsbroadcasts/21466,https://t.me/realtimenewsbroadcasts/21469,https://t.me/realtimenewsbroadcasts/21470,https://t.me/realtimenewsbroadcasts/21472,https://t.me/canigosomeplacefun/50547,https://t.me/canigosomeplacefun/50611,https://t.me/suck_sentinel_channel/4463,https://t.me/suck_sentinel_channel/4469,https://t.me/suck_sentinel_channel/4476"
"activist_962",2019-11-14 20:00:00 HKT--2019-11-14 21:59:59 HKT,"油尖旺區","彌敦道、亞皆老街","彌敦道、旺角道",NA,"https://t.me/eatsyrup/19108,https://t.me/eatsyrup/19112,https://t.me/hktgb/37210,https://t.me/hktgb/37214,https://t.me/hktgb/37218,https://t.me/antiextraditionverifiednews/2797,https://t.me/UnitedHK18/3517,https://t.me/UnitedHK18/3520,https://t.me/reminder612/23642,https://t.me/pppnewstg/904,https://t.me/realtimenewsbroadcasts/21428,https://t.me/realtimenewsbroadcasts/21448,https://t.me/realtimenewsbroadcasts/21461,https://t.me/realtimenewsbroadcasts/21466,https://t.me/realtimenewsbroadcasts/21469,https://t.me/realtimenewsbroadcasts/21470,https://t.me/realtimenewsbroadcasts/21472,https://t.me/canigosomeplacefun/50547,https://t.me/canigosomeplacefun/50611,https://t.me/suck_sentinel_channel/4463,https://t.me/suck_sentinel_channel/4469,https://t.me/suck_sentinel_channel/4476"
"activist_963",2019-11-14 20:00:00 HKT--2019-11-14 21:59:59 HKT,"油尖旺區","彌敦道、登打士街",NA,NA,"https://t.me/eatsyrup/19108,https://t.me/eatsyrup/19112,https://t.me/hktgb/37210,https://t.me/hktgb/37214,https://t.me/hktgb/37218,https://t.me/antiextraditionverifiednews/2797,https://t.me/UnitedHK18/3517,https://t.me/UnitedHK18/3520,https://t.me/reminder612/23642,https://t.me/pppnewstg/904,https://t.me/realtimenewsbroadcasts/21428,https://t.me/realtimenewsbroadcasts/21448,https://t.me/realtimenewsbroadcasts/21461,https://t.me/realtimenewsbroadcasts/21466,https://t.me/realtimenewsbroadcasts/21469,https://t.me/realtimenewsbroadcasts/21470,https://t.me/realtimenewsbroadcasts/21472,https://t.me/canigosomeplacefun/50547,https://t.me/canigosomeplacefun/50611,https://t.me/suck_sentinel_channel/4463,https://t.me/suck_sentinel_channel/4469,https://t.me/suck_sentinel_channel/4476"
"activist_964",2019-11-14 20:00:00 HKT--2019-11-14 21:59:59 HKT,"屯門區","時代廣場",NA,NA,"https://t.me/hktgb/37223,https://t.me/hktgb/37226,https://t.me/reminder612/23643,https://t.me/hknewchannel/2243,https://t.me/hknewchannel/2245,https://t.me/realtimenewsbroadcasts/21439,https://t.me/realtimenewsbroadcasts/21447,https://t.me/realtimenewsbroadcasts/21449,https://t.me/realtimenewsbroadcasts/21452,https://t.me/realtimenewsbroadcasts/21460,https://t.me/realtimenewsbroadcasts/21465,https://t.me/realtimenewsbroadcasts/21468,https://t.me/realtimenewsbroadcasts/21473,https://t.me/realtimenewsbroadcasts/21474,https://t.me/realtimenewsbroadcasts/21477,https://t.me/suck_sentinel_channel/4433,https://t.me/suck_sentinel_channel/4460"
"activist_965",2019-11-14 20:00:00 HKT--2019-11-14 21:59:59 HKT,"屯門區","v city",NA,NA,"https://t.me/hktgb/37223,https://t.me/hktgb/37226,https://t.me/reminder612/23643,https://t.me/hknewchannel/2243,https://t.me/hknewchannel/2245,https://t.me/realtimenewsbroadcasts/21439,https://t.me/realtimenewsbroadcasts/21447,https://t.me/realtimenewsbroadcasts/21449,https://t.me/realtimenewsbroadcasts/21452,https://t.me/realtimenewsbroadcasts/21460,https://t.me/realtimenewsbroadcasts/21465,https://t.me/realtimenewsbroadcasts/21468,https://t.me/realtimenewsbroadcasts/21473,https://t.me/realtimenewsbroadcasts/21474,https://t.me/realtimenewsbroadcasts/21477,https://t.me/suck_sentinel_channel/4433,https://t.me/suck_sentinel_channel/4460"
"activist_966",2019-11-14 20:00:00 HKT--2019-11-14 21:59:59 HKT,"屯門區","屯門市廣場",NA,NA,"https://t.me/hktgb/37223,https://t.me/hktgb/37226,https://t.me/reminder612/23643,https://t.me/hknewchannel/2243,https://t.me/hknewchannel/2245,https://t.me/realtimenewsbroadcasts/21439,https://t.me/realtimenewsbroadcasts/21447,https://t.me/realtimenewsbroadcasts/21449,https://t.me/realtimenewsbroadcasts/21452,https://t.me/realtimenewsbroadcasts/21460,https://t.me/realtimenewsbroadcasts/21465,https://t.me/realtimenewsbroadcasts/21468,https://t.me/realtimenewsbroadcasts/21473,https://t.me/realtimenewsbroadcasts/21474,https://t.me/realtimenewsbroadcasts/21477,https://t.me/suck_sentinel_channel/4433,https://t.me/suck_sentinel_channel/4460"
"activist_967",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"油尖旺區","彌敦道、窩打老道","彌敦道、碧街",NA,"https://t.me/eatsyrup/19169,https://t.me/eatsyrup/19170,https://t.me/realtimenewsbroadcasts/21534,https://t.me/realtimenewsbroadcasts/21536,https://t.me/canigosomeplacefun/50759,https://t.me/suck_sentinel_channel/4482,https://t.me/suck_sentinel_channel/4512"
"activist_968",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"油尖旺區","彌敦道、山東街",NA,NA,"https://t.me/eatsyrup/19169,https://t.me/eatsyrup/19170,https://t.me/realtimenewsbroadcasts/21534,https://t.me/realtimenewsbroadcasts/21536,https://t.me/canigosomeplacefun/50759,https://t.me/suck_sentinel_channel/4482,https://t.me/suck_sentinel_channel/4512"
"activist_969",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"油尖旺區","窩打老道、碧街",NA,NA,"https://t.me/eatsyrup/19169,https://t.me/eatsyrup/19170,https://t.me/realtimenewsbroadcasts/21534,https://t.me/realtimenewsbroadcasts/21536,https://t.me/canigosomeplacefun/50759,https://t.me/suck_sentinel_channel/4482,https://t.me/suck_sentinel_channel/4512"
"activist_970",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"屯門區","時代廣場","大會堂","屯門大會堂","https://t.me/hktgb/37231,https://t.me/hktgb/37255,https://t.me/hktgb/37262,https://t.me/pppnewstg/908,https://t.me/realtimenewsbroadcasts/21481,https://t.me/realtimenewsbroadcasts/21487,https://t.me/realtimenewsbroadcasts/21488,https://t.me/realtimenewsbroadcasts/21489,https://t.me/realtimenewsbroadcasts/21499,https://t.me/realtimenewsbroadcasts/21504,https://t.me/canigosomeplacefun/50683"
"activist_971",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"屯門區","屯門站",NA,NA,"https://t.me/hktgb/37231,https://t.me/hktgb/37255,https://t.me/hktgb/37262,https://t.me/pppnewstg/908,https://t.me/realtimenewsbroadcasts/21481,https://t.me/realtimenewsbroadcasts/21487,https://t.me/realtimenewsbroadcasts/21488,https://t.me/realtimenewsbroadcasts/21489,https://t.me/realtimenewsbroadcasts/21499,https://t.me/realtimenewsbroadcasts/21504,https://t.me/canigosomeplacefun/50683"
"activist_972",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"屯門區","屯門公園",NA,NA,"https://t.me/hktgb/37231,https://t.me/hktgb/37255,https://t.me/hktgb/37262,https://t.me/pppnewstg/908,https://t.me/realtimenewsbroadcasts/21481,https://t.me/realtimenewsbroadcasts/21487,https://t.me/realtimenewsbroadcasts/21488,https://t.me/realtimenewsbroadcasts/21489,https://t.me/realtimenewsbroadcasts/21499,https://t.me/realtimenewsbroadcasts/21504,https://t.me/canigosomeplacefun/50683"
"activist_973",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"屯門區","屯門市廣場",NA,NA,"https://t.me/hktgb/37231,https://t.me/hktgb/37255,https://t.me/hktgb/37262,https://t.me/pppnewstg/908,https://t.me/realtimenewsbroadcasts/21481,https://t.me/realtimenewsbroadcasts/21487,https://t.me/realtimenewsbroadcasts/21488,https://t.me/realtimenewsbroadcasts/21489,https://t.me/realtimenewsbroadcasts/21499,https://t.me/realtimenewsbroadcasts/21504,https://t.me/canigosomeplacefun/50683"
"activist_974",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"南區","香港仔中心",NA,NA,"https://t.me/hktgb/37282,https://t.me/antiextraditionverifiednews/2799,https://t.me/realtimenewsbroadcasts/21519,https://t.me/realtimenewsbroadcasts/21520,https://t.me/suck_sentinel_channel/4502"
"activist_975",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"沙田區","新翠邨",NA,NA,"https://t.me/hktgb/37294,https://t.me/suck_sentinel_channel/4515"
"activist_976",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"沙田區","香港中文大學",NA,NA,"https://t.me/hktgb/37294,https://t.me/suck_sentinel_channel/4515"
"activist_977",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"東區","柴灣邨",NA,NA,"https://t.me/hktgb/37294,https://t.me/reminder612/23651,https://t.me/pppnewstg/912,https://t.me/canigosomeplacefun/50712,https://t.me/canigosomeplacefun/50723"
"activist_978",2019-11-14 22:00:00 HKT--2019-11-14 23:59:59 HKT,"葵青區","長發邨",NA,NA,"https://t.me/taisindonteatteargas/10185,https://t.me/canigosomeplacefun/50750"
"activist_979",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"油尖旺區","信和","彌敦道、登打士街","豉油街、砵蘭街","https://t.me/eatsyrup/19177,https://t.me/eatsyrup/19178,https://t.me/eatsyrup/19181,https://t.me/hktgb/37322,https://t.me/hktgb/37334,https://t.me/hktgb/37360,https://t.me/hktgb/37362,https://t.me/hktgb/37363,https://t.me/realtimenewsbroadcasts/21537,https://t.me/realtimenewsbroadcasts/21538,https://t.me/realtimenewsbroadcasts/21540,https://t.me/realtimenewsbroadcasts/21544,https://t.me/realtimenewsbroadcasts/21545,https://t.me/realtimenewsbroadcasts/21546,https://t.me/canigosomeplacefun/50779,https://t.me/canigosomeplacefun/50803,https://t.me/canigosomeplacefun/50811,https://t.me/eduhknews/7205,https://t.me/eduhknews/7207,https://t.me/suck_sentinel_channel/4530,https://t.me/suck_sentinel_channel/4533,https://t.me/munglunsavehk/18361"
"activist_980",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"油尖旺區","彌敦道、亞皆老街","亞皆老街、砵蘭街",NA,"https://t.me/eatsyrup/19177,https://t.me/eatsyrup/19178,https://t.me/eatsyrup/19181,https://t.me/hktgb/37322,https://t.me/hktgb/37334,https://t.me/hktgb/37360,https://t.me/hktgb/37362,https://t.me/hktgb/37363,https://t.me/realtimenewsbroadcasts/21537,https://t.me/realtimenewsbroadcasts/21538,https://t.me/realtimenewsbroadcasts/21540,https://t.me/realtimenewsbroadcasts/21544,https://t.me/realtimenewsbroadcasts/21545,https://t.me/realtimenewsbroadcasts/21546,https://t.me/canigosomeplacefun/50779,https://t.me/canigosomeplacefun/50803,https://t.me/canigosomeplacefun/50811,https://t.me/eduhknews/7205,https://t.me/eduhknews/7207,https://t.me/suck_sentinel_channel/4530,https://t.me/suck_sentinel_channel/4533,https://t.me/munglunsavehk/18361"
"activist_981",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"油尖旺區","彌敦道、碧街","彌敦道、窩打老道","彌敦道、咸美頓街","https://t.me/eatsyrup/19177,https://t.me/eatsyrup/19178,https://t.me/eatsyrup/19181,https://t.me/hktgb/37322,https://t.me/hktgb/37334,https://t.me/hktgb/37360,https://t.me/hktgb/37362,https://t.me/hktgb/37363,https://t.me/realtimenewsbroadcasts/21537,https://t.me/realtimenewsbroadcasts/21538,https://t.me/realtimenewsbroadcasts/21540,https://t.me/realtimenewsbroadcasts/21544,https://t.me/realtimenewsbroadcasts/21545,https://t.me/realtimenewsbroadcasts/21546,https://t.me/canigosomeplacefun/50779,https://t.me/canigosomeplacefun/50803,https://t.me/canigosomeplacefun/50811,https://t.me/eduhknews/7205,https://t.me/eduhknews/7207,https://t.me/suck_sentinel_channel/4530,https://t.me/suck_sentinel_channel/4533,https://t.me/munglunsavehk/18361"
"activist_982",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"油尖旺區","登打士街、窩打老道",NA,NA,"https://t.me/eatsyrup/19177,https://t.me/eatsyrup/19178,https://t.me/eatsyrup/19181,https://t.me/hktgb/37322,https://t.me/hktgb/37334,https://t.me/hktgb/37360,https://t.me/hktgb/37362,https://t.me/hktgb/37363,https://t.me/realtimenewsbroadcasts/21537,https://t.me/realtimenewsbroadcasts/21538,https://t.me/realtimenewsbroadcasts/21540,https://t.me/realtimenewsbroadcasts/21544,https://t.me/realtimenewsbroadcasts/21545,https://t.me/realtimenewsbroadcasts/21546,https://t.me/canigosomeplacefun/50779,https://t.me/canigosomeplacefun/50803,https://t.me/canigosomeplacefun/50811,https://t.me/eduhknews/7205,https://t.me/eduhknews/7207,https://t.me/suck_sentinel_channel/4530,https://t.me/suck_sentinel_channel/4533,https://t.me/munglunsavehk/18361"
"activist_983",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"油尖旺區","亞皆老街、窩打老道",NA,NA,"https://t.me/eatsyrup/19177,https://t.me/eatsyrup/19178,https://t.me/eatsyrup/19181,https://t.me/hktgb/37322,https://t.me/hktgb/37334,https://t.me/hktgb/37360,https://t.me/hktgb/37362,https://t.me/hktgb/37363,https://t.me/realtimenewsbroadcasts/21537,https://t.me/realtimenewsbroadcasts/21538,https://t.me/realtimenewsbroadcasts/21540,https://t.me/realtimenewsbroadcasts/21544,https://t.me/realtimenewsbroadcasts/21545,https://t.me/realtimenewsbroadcasts/21546,https://t.me/canigosomeplacefun/50779,https://t.me/canigosomeplacefun/50803,https://t.me/canigosomeplacefun/50811,https://t.me/eduhknews/7205,https://t.me/eduhknews/7207,https://t.me/suck_sentinel_channel/4530,https://t.me/suck_sentinel_channel/4533,https://t.me/munglunsavehk/18361"
"activist_984",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"油尖旺區","碧街、窩打老道",NA,NA,"https://t.me/eatsyrup/19177,https://t.me/eatsyrup/19178,https://t.me/eatsyrup/19181,https://t.me/hktgb/37322,https://t.me/hktgb/37334,https://t.me/hktgb/37360,https://t.me/hktgb/37362,https://t.me/hktgb/37363,https://t.me/realtimenewsbroadcasts/21537,https://t.me/realtimenewsbroadcasts/21538,https://t.me/realtimenewsbroadcasts/21540,https://t.me/realtimenewsbroadcasts/21544,https://t.me/realtimenewsbroadcasts/21545,https://t.me/realtimenewsbroadcasts/21546,https://t.me/canigosomeplacefun/50779,https://t.me/canigosomeplacefun/50803,https://t.me/canigosomeplacefun/50811,https://t.me/eduhknews/7205,https://t.me/eduhknews/7207,https://t.me/suck_sentinel_channel/4530,https://t.me/suck_sentinel_channel/4533,https://t.me/munglunsavehk/18361"
"activist_985",2019-11-15 00:00:00 HKT--2019-11-15 01:59:59 HKT,"葵青區","青衣城",NA,NA,"https://t.me/hktgb/37323,https://t.me/hktgb/37324,https://t.me/canigosomeplacefun/50765,https://t.me/canigosomeplacefun/50766,https://t.me/canigosomeplacefun/50789,https://t.me/tsingyigroupchannel/90,https://t.me/tsingyigroupchannel/97,https://t.me/tsingyigroupchannel/98,https://t.me/tsingyigroupchannel/106"
