"event_id","date","time","link","type","district","location1","location2","location3","location4","location5","location6","location7","location8","location9","location10","location11","location12","location13"
1623,2019-12-09,"07:00:00","https://t.me/shojosupportchannel/2851","screening","油尖旺區","油尖旺",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,2019-12-09,"07:00:00","https://t.me/hongkongertimetable/734","assembly","黃大仙區","黃大仙",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,2019-12-09,"17:00:00","https://t.me/HK_Schedule/1064,https://t.me/HK_Schedule/1143,https://t.me/HKconnectchannel1231/1259,https://t.me/hkpicnic/1633","others","黃大仙區","黃大仙",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,2019-12-09,"07:00:00","https://t.me/shojosupportchannel/2851","screening","黃大仙區","黃大仙",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,2019-12-09,"07:00:00","https://t.me/hongkongertimetable/734","assembly","西貢區","將軍澳",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,2019-12-09,"17:00:00","https://t.me/HK_Schedule/1064,https://t.me/HK_Schedule/1143,https://t.me/HKconnectchannel1231/1259,https://t.me/hkpicnic/1633","others","西貢區","將軍澳",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,2019-12-09,"07:00:00","https://t.me/shojosupportchannel/2851","screening","西貢區","將軍澳",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,2019-12-09,"07:00:00","https://t.me/hongkongertimetable/734","assembly","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,2019-12-09,"17:00:00","https://t.me/HK_Schedule/1064,https://t.me/HK_Schedule/1143,https://t.me/HKconnectchannel1231/1259,https://t.me/hkpicnic/1633","others","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,2019-12-09,"13:00:00","https://t.me/HK_Schedule/1157","lunch","沙田區","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,2019-12-09,"07:00:00","https://t.me/shojosupportchannel/2851","screening","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,2019-12-09,"07:00:00","https://t.me/hongkongertimetable/734","assembly","大埔區","大埔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,2019-12-09,"17:00:00","https://t.me/HK_Schedule/1064,https://t.me/HK_Schedule/1143,https://t.me/HKconnectchannel1231/1259,https://t.me/hkpicnic/1633","others","大埔區","大埔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,2019-12-09,"07:00:00","https://t.me/shojosupportchannel/2851","screening","大埔區","大埔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,2019-12-09,"07:00:00","https://t.me/hongkongertimetable/734","assembly","屯門區","屯門",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,2019-12-09,"17:00:00","https://t.me/HK_Schedule/1064,https://t.me/HK_Schedule/1143,https://t.me/HKconnectchannel1231/1259,https://t.me/hkpicnic/1633","others","屯門區","屯門",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,2019-12-09,"13:00:00","https://t.me/HK_Schedule/1157","lunch","屯門區","新和里",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,2019-12-09,"07:00:00","https://t.me/shojosupportchannel/2851","screening","屯門區","屯門",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,2019-12-10,"12:30:00","https://t.me/taikooisalsohkspringpocket/637,https://t.me/hkposter777/18932,https://t.me/hongkongertimetable/746,https://t.me/HK_Schedule/1173,https://t.me/shojosupportchannel/2855","lunch","東區","港島東中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,2019-12-10,"21:30:00","https://t.me/hkposter777/18909,https://t.me/hkposter777/18953,https://t.me/HK_Schedule/1160,https://t.me/hongkonger_000/158","assembly","中西區","金鐘夏慤道","金鐘添美道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,2019-12-10,"18:30:00","https://t.me/hkposter777/18909,https://t.me/hkposter777/18953,https://t.me/HK_Schedule/1160,https://t.me/hongkonger_000/158","assembly","中西區","金鐘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,2019-12-10,"14:00:00","https://t.me/shojosupportchannel/2855,https://t.me/lunchwithyou/835,https://t.me/lunchwithyou/845","lunch","中西區","中環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,2019-12-10,"12:15:00","https://t.me/shojosupportchannel/2855,https://t.me/lunchwithyou/835,https://t.me/lunchwithyou/845","lunch","中西區","中環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,2019-12-10,"20:30:00","https://t.me/hongkongertimetable/726","assembly","大埔區","大埔海濱公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,2019-12-10,"20:30:00","https://t.me/HK_Schedule/1139","musicial","大埔區","大埔海濱公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,2019-12-10,"12:15:00","https://t.me/shojosupportchannel/2855","lunch","大埔區","大埔海濱公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,2019-12-10,"20:30:00","https://t.me/shojosupportchannel/2855","lunch","大埔區","大埔海濱公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,2019-12-10,"14:00:00","https://t.me/hongkongertimetable/739,https://t.me/HK_Schedule/1156,https://t.me/shojosupportchannel/2855","lunch","葵青區","九龍貿易中心","大連排道遊樂場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,2019-12-10,"12:30:00","https://t.me/hongkongertimetable/739,https://t.me/HK_Schedule/1156,https://t.me/shojosupportchannel/2855","lunch","葵青區","葵涌",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,2019-12-10,"18:00:00","https://t.me/HK_Schedule/1165","others","灣仔區","維多利亞公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,2019-12-10,"12:15:00","https://t.me/shojosupportchannel/2855","lunch","灣仔區","天后",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,2019-12-10,"20:30:00","https://t.me/shojosupportchannel/2855","lunch","灣仔區","天后",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,2019-12-11,"21:00:00","https://t.me/hkstandstrong_promo/31097,https://t.me/hkstandstrong_promo/31207,https://t.me/hkposter777/18706,https://t.me/hkposter777/18743,https://t.me/hkposter777/18873,https://t.me/hkposter777/18908,https://t.me/hongkongertimetable/720,https://t.me/hongkongertimetable/764,https://t.me/HK_Schedule/1124,https://t.me/HK_Schedule/1159,https://t.me/HK_Schedule/1191,https://t.me/shojosupportchannel/2874,https://t.me/ha_employalliance/43,https://t.me/ha_employalliance/47","assembly","中西區","愛丁堡廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,2019-12-11,"19:00:00","https://t.me/hkstandstrong_promo/31097,https://t.me/hkstandstrong_promo/31207,https://t.me/hkposter777/18706,https://t.me/hkposter777/18743,https://t.me/hkposter777/18873,https://t.me/hkposter777/18908,https://t.me/hongkongertimetable/720,https://t.me/hongkongertimetable/764,https://t.me/HK_Schedule/1124,https://t.me/HK_Schedule/1159,https://t.me/HK_Schedule/1191,https://t.me/shojosupportchannel/2874,https://t.me/ha_employalliance/43,https://t.me/ha_employalliance/47","assembly","中西區","愛丁堡廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,2019-12-11,"19:00:00","https://t.me/hongkongertimetable/698,https://t.me/HK_Schedule/1097,https://t.me/shojosupportchannel/2874","screening","東區","小西灣綜合大樓","小西灣邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,2019-12-11,"21:00:00","https://t.me/hongkongertimetable/698,https://t.me/HK_Schedule/1097,https://t.me/shojosupportchannel/2874","screening","東區","小西灣邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,2019-12-11,"18:00:00","https://t.me/shojosupportchannel/2874","assembly","東區","小西灣綜合大樓","小西灣邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,2019-12-11,"21:00:00","https://t.me/shojosupportchannel/2874","assembly","東區","小西灣綜合大樓","小西灣邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,2019-12-11,"20:30:00","https://t.me/hongkongertimetable/740,https://t.me/hongkongertimetable/756,https://t.me/HK_Schedule/1158,https://t.me/HK_Schedule/1182","screening","西貢區","翠林邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,2019-12-11,"20:30:00","https://t.me/shojosupportchannel/2874","assembly","西貢區","翠林邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,2019-12-11,"14:00:00","https://t.me/hongkongertimetable/749,https://t.me/HK_Schedule/1176,https://t.me/shojosupportchannel/2874","lunch","灣仔區","時代廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,2019-12-11,"12:45:00","https://t.me/hongkongertimetable/749,https://t.me/HK_Schedule/1176,https://t.me/shojosupportchannel/2874","lunch","灣仔區","銅鑼灣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,2019-12-11,"14:00:00","https://t.me/hongkongertimetable/761,https://t.me/HK_Schedule/1187,https://t.me/shojosupportchannel/2874","lunch","葵青區","九龍貿易中心","大連排道遊樂場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,2019-12-11,"12:45:00","https://t.me/hongkongertimetable/761,https://t.me/HK_Schedule/1187,https://t.me/shojosupportchannel/2874","lunch","葵青區","九龍貿易中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,2019-12-11,"13:00:00","https://t.me/hongkongertimetable/774,https://t.me/shojosupportchannel/2874","lunch","觀塘區","九龍灣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,2019-12-11,"13:00:00","https://t.me/hongkongertimetable/774,https://t.me/shojosupportchannel/2874","lunch","觀塘區","觀塘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,2019-12-11,"13:00:00","https://t.me/shojosupportchannel/2874","writing","觀塘區","九龍灣駿業街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,2019-12-11,"20:30:00","https://t.me/HK_Schedule/1182","screening","北區","翠林",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,2019-12-11,"20:30:00","https://t.me/shojosupportchannel/2874","assembly","北區","翠林",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,2019-12-11,"13:00:00","https://t.me/shojosupportchannel/2874","writing","沙田區","火炭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,2019-12-11,"18:00:00","https://t.me/shojosupportchannel/2874","assembly","沙田區","火炭站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,2019-12-11,"21:00:00","https://t.me/shojosupportchannel/2874","assembly","沙田區","火炭站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,2019-12-11,"21:00:00","https://t.me/shojosupportchannel/2874","screening","沙田區","火炭站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,2019-12-12,"21:00:00","https://t.me/hkstandstrong_promo/30445,https://t.me/hkstandstrong_promo/30746,https://t.me/hkstandstrong_promo/31011,https://t.me/hkstandstrong_promo/31091,https://t.me/hkstandstrong_promo/31099,https://t.me/hkstandstrong_promo/31145,https://t.me/hkstandstrong_promo/31167,https://t.me/hkstandstrong_promo/31170,https://t.me/hkstandstrong_promo/31171,https://t.me/hkstandstrong_promo/31178,https://t.me/hkstandstrong_promo/31180,https://t.me/hkstandstrong_promo/31256,https://t.me/hkstandstrong_promo/31298,https://t.me/Nextplushk/1118,https://t.me/hkstandstrong_promo/31366,https://t.me/hkposter777/18366,https://t.me/hkposter777/18376,https://t.me/hkposter777/18831,https://t.me/hkposter777/18934,https://t.me/hkposter777/18962,https://t.me/hkposter777/19046,https://t.me/hkposter777/19139,https://t.me/hkposter777/19202,https://t.me/hkposter777/19219,https://t.me/hongkongertimetable/671,https://t.me/hongkongertimetable/729,https://t.me/hongkongertimetable/763,https://t.me/HK_Schedule/1058,https://t.me/HK_Schedule/1189,https://t.me/CivilAssemblyTeam/764,https://t.me/CivilAssemblyTeam/768,https://t.me/CivilAssemblyTeam/776,https://t.me/CivilAssemblyTeam/803,https://t.me/CivilAssemblyTeam/807,https://t.me/CivilAssemblyTeam/808,https://t.me/CivilAssemblyTeam/809,https://t.me/CivilAssemblyTeam/810,https://t.me/CivilAssemblyTeam/812,https://t.me/CivilAssemblyTeam/814,https://t.me/CivilAssemblyTeam/825,https://t.me/CivilAssemblyTeam/829,https://t.me/lunchwithyou/905,https://t.me/Deathto50cents/4562","assembly","中西區","愛丁堡廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,2019-12-12,"19:00:00","https://t.me/hkstandstrong_promo/30445,https://t.me/hkstandstrong_promo/30746,https://t.me/hkstandstrong_promo/31011,https://t.me/hkstandstrong_promo/31091,https://t.me/hkstandstrong_promo/31099,https://t.me/hkstandstrong_promo/31145,https://t.me/hkstandstrong_promo/31167,https://t.me/hkstandstrong_promo/31170,https://t.me/hkstandstrong_promo/31171,https://t.me/hkstandstrong_promo/31178,https://t.me/hkstandstrong_promo/31180,https://t.me/hkstandstrong_promo/31256,https://t.me/hkstandstrong_promo/31298,https://t.me/Nextplushk/1118,https://t.me/hkstandstrong_promo/31366,https://t.me/hkposter777/18366,https://t.me/hkposter777/18376,https://t.me/hkposter777/18831,https://t.me/hkposter777/18934,https://t.me/hkposter777/18962,https://t.me/hkposter777/19046,https://t.me/hkposter777/19139,https://t.me/hkposter777/19202,https://t.me/hkposter777/19219,https://t.me/hongkongertimetable/671,https://t.me/hongkongertimetable/729,https://t.me/hongkongertimetable/763,https://t.me/HK_Schedule/1058,https://t.me/HK_Schedule/1189,https://t.me/CivilAssemblyTeam/764,https://t.me/CivilAssemblyTeam/768,https://t.me/CivilAssemblyTeam/776,https://t.me/CivilAssemblyTeam/803,https://t.me/CivilAssemblyTeam/807,https://t.me/CivilAssemblyTeam/808,https://t.me/CivilAssemblyTeam/809,https://t.me/CivilAssemblyTeam/810,https://t.me/CivilAssemblyTeam/812,https://t.me/CivilAssemblyTeam/814,https://t.me/CivilAssemblyTeam/825,https://t.me/CivilAssemblyTeam/829,https://t.me/lunchwithyou/905,https://t.me/Deathto50cents/4562","assembly","中西區","愛丁堡廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,2019-12-12,"16:00:00","https://t.me/hkstandstrong_promo/30445,https://t.me/hkstandstrong_promo/30746,https://t.me/hkstandstrong_promo/31011,https://t.me/hkstandstrong_promo/31091,https://t.me/hkstandstrong_promo/31099,https://t.me/hkstandstrong_promo/31145,https://t.me/hkstandstrong_promo/31167,https://t.me/hkstandstrong_promo/31170,https://t.me/hkstandstrong_promo/31171,https://t.me/hkstandstrong_promo/31178,https://t.me/hkstandstrong_promo/31180,https://t.me/hkstandstrong_promo/31256,https://t.me/hkstandstrong_promo/31298,https://t.me/Nextplushk/1118,https://t.me/hkstandstrong_promo/31366,https://t.me/hkposter777/18366,https://t.me/hkposter777/18376,https://t.me/hkposter777/18831,https://t.me/hkposter777/18934,https://t.me/hkposter777/18962,https://t.me/hkposter777/19046,https://t.me/hkposter777/19139,https://t.me/hkposter777/19202,https://t.me/hkposter777/19219,https://t.me/hongkongertimetable/671,https://t.me/hongkongertimetable/729,https://t.me/hongkongertimetable/763,https://t.me/HK_Schedule/1058,https://t.me/HK_Schedule/1189,https://t.me/CivilAssemblyTeam/764,https://t.me/CivilAssemblyTeam/768,https://t.me/CivilAssemblyTeam/776,https://t.me/CivilAssemblyTeam/803,https://t.me/CivilAssemblyTeam/807,https://t.me/CivilAssemblyTeam/808,https://t.me/CivilAssemblyTeam/809,https://t.me/CivilAssemblyTeam/810,https://t.me/CivilAssemblyTeam/812,https://t.me/CivilAssemblyTeam/814,https://t.me/CivilAssemblyTeam/825,https://t.me/CivilAssemblyTeam/829,https://t.me/lunchwithyou/905,https://t.me/Deathto50cents/4562","assembly","中西區","中環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,2019-12-12,"18:15:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/HK_Schedule/1166,https://t.me/Assemble713/1753","memorial","中西區","中央廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,2019-12-12,"12:30:00","https://t.me/HK_Schedule/1223,https://t.me/shojosupportchannel/2888,https://t.me/lunchwithyou/911","lunch","中西區","中環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,2019-12-12,"18:15:00","https://t.me/HK_Schedule/1223,https://t.me/shojosupportchannel/2888,https://t.me/lunchwithyou/911","lunch","中西區","中央廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,2019-12-12,"17:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/hkstandstrong_promo/31265,https://t.me/hkstandstrong_promo/31267,https://t.me/hkposter777/19154,https://t.me/hongkongertimetable/710,https://t.me/hongkongertimetable/787,https://t.me/HK_Schedule/1108,https://t.me/HK_Schedule/1190,https://t.me/HK_Schedule/1219,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/397","assembly","屯門區","新墟遊樂場","屯門公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,2019-12-12,"19:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/hkstandstrong_promo/31265,https://t.me/hkstandstrong_promo/31267,https://t.me/hkposter777/19154,https://t.me/hongkongertimetable/710,https://t.me/hongkongertimetable/787,https://t.me/HK_Schedule/1108,https://t.me/HK_Schedule/1190,https://t.me/HK_Schedule/1219,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/397","assembly","屯門區","新和里",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,2019-12-12,"17:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/HK_Schedule/1108,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/397","assembly","深水埗區","深水埗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,2019-12-12,"19:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/HK_Schedule/1108,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/397","assembly","深水埗區","深水埗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,2019-12-12,"14:00:00","https://t.me/hongkongertimetable/779,https://t.me/HK_Schedule/1206,https://t.me/shojosupportchannel/2888","lunch","深水埗區","長沙灣道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,2019-12-12,"14:00:00","https://t.me/hongkongertimetable/779,https://t.me/HK_Schedule/1206,https://t.me/shojosupportchannel/2888","lunch","深水埗區","大南西街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,2019-12-12,"17:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/HK_Schedule/1108,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/397","assembly","油尖旺區","油尖旺",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,2019-12-12,"19:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/HK_Schedule/1108,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/397","assembly","油尖旺區","油尖旺",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,2019-12-12,"17:00:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/HK_Schedule/1166,https://t.me/Assemble713/1753","memorial","沙田區","寶福紀念館",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,2019-12-12,"19:30:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/HK_Schedule/1166,https://t.me/Assemble713/1753","memorial","沙田區","大圍站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,2019-12-12,"19:30:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/HK_Schedule/1166,https://t.me/Assemble713/1753","memorial","沙田區","寶福紀念館",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,2019-12-12,"19:30:00","https://t.me/HK_Schedule/1166","others","沙田區","大圍站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,2019-12-12,"09:00:00","https://t.me/cswguLabourRight/70","others","沙田區","大圍站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,2019-12-12,"20:00:00","https://t.me/shojosupportchannel/2888","lunch","沙田區","寶福紀念館",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,2019-12-12,"19:30:00","https://t.me/shojosupportchannel/2888","assembly","沙田區","大圍站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,2019-12-12,"17:00:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/HK_Schedule/1166,https://t.me/Assemble713/1753","memorial","西貢區","香港科技大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,2019-12-12,"19:30:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/HK_Schedule/1166,https://t.me/Assemble713/1753","memorial","西貢區","香港科技大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,2019-12-12,"20:00:00","https://t.me/shojosupportchannel/2888","lunch","西貢區","香港科技大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,2019-12-12,"18:15:00","https://t.me/shojosupportchannel/2888","lunch","西貢區","香港科技大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,2019-12-12,"19:30:00","https://t.me/UstNo1/2026,https://t.me/hkposter777/18936,https://t.me/hongkongertimetable/748,https://t.me/CivilHumanRightsFront/2426,https://t.me/Assemble713/1753","memorial","黃大仙區","鑽石山站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,2019-12-12,"19:30:00","https://t.me/HK_Schedule/1166","others","黃大仙區","鑽石山站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,2019-12-12,"19:30:00","https://t.me/shojosupportchannel/2888","assembly","黃大仙區","鑽石山站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,2019-12-12,"19:00:00","https://t.me/hkposter777/19086,https://t.me/hongkongertimetable/745,https://t.me/HK_Schedule/1179","screening","東區","太古站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,2019-12-12,"20:00:00","https://t.me/hongkongertimetable/751,https://t.me/HK_Schedule/1180","screening","荃灣區","荃灣站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,2019-12-12,"12:30:00","https://t.me/HK_Schedule/1208,https://t.me/shojosupportchannel/2888","lunch","葵青區","大連排道遊樂場","九龍貿易中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,2019-12-12,"12:30:00","https://t.me/HK_Schedule/1208,https://t.me/shojosupportchannel/2888","lunch","葵青區","葵興邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,2019-12-12,"12:30:00","https://t.me/HK_Schedule/1208,https://t.me/shojosupportchannel/2888","lunch","葵青區","新都會廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,2019-12-12,"20:25:00","https://t.me/runtogetherhkerspromo/423","training","大埔區","大埔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,2019-12-13,"17:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/hongkongertimetable/710,https://t.me/hongkongertimetable/788,https://t.me/HK_Schedule/1108,https://t.me/HK_Schedule/1215,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/396,https://t.me/SSStrike2019/397,https://t.me/shojosupportchannel/2903","assembly","油尖旺區","梳士巴利道花園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,2019-12-13,"20:45:00","https://t.me/hkstandstrong_promo/30565,https://t.me/hongkongertimetable/710,https://t.me/hongkongertimetable/788,https://t.me/HK_Schedule/1108,https://t.me/HK_Schedule/1215,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/396,https://t.me/SSStrike2019/397,https://t.me/shojosupportchannel/2903","assembly","油尖旺區","梳士巴利道花園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,2019-12-13,"19:00:00","https://t.me/hkstandstrong_promo/30565,https://t.me/hongkongertimetable/710,https://t.me/hongkongertimetable/788,https://t.me/HK_Schedule/1108,https://t.me/HK_Schedule/1215,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/396,https://t.me/SSStrike2019/397,https://t.me/shojosupportchannel/2903","assembly","油尖旺區","旺角",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,2019-12-13,"22:30:00","https://t.me/hkstandstrong_promo/30565,https://t.me/hongkongertimetable/710,https://t.me/hongkongertimetable/788,https://t.me/HK_Schedule/1108,https://t.me/HK_Schedule/1215,https://t.me/SSStrike2019/387,https://t.me/SSStrike2019/396,https://t.me/SSStrike2019/397,https://t.me/shojosupportchannel/2903","assembly","油尖旺區","旺角",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,2019-12-13,"22:30:00","https://t.me/shojosupportchannel/2899","writing","油尖旺區","旺角",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,2019-12-13,"12:30:00","https://t.me/taikooisalsohkspringpocket/647,https://t.me/hongkongertimetable/797,https://t.me/shojosupportchannel/2903","lunch","東區","港島東中心","太古坊","太古糖廠街","太古華蘭路",NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,2019-12-13,"12:30:00","https://t.me/HK_Schedule/1226","march","東區","港島東中心","太古坊","太古糖廠街","太古華蘭路",NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,2019-12-13,"08:00:00","https://t.me/hkposter777/19085,https://t.me/hkposter777/19286","others","東區,灣仔區","太古坊","sogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,2019-12-13,"08:00:00","https://t.me/HK_Schedule/1205","march","東區,灣仔區","太古坊","sogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,2019-12-13,"08:00:00","https://t.me/shojosupportchannel/2903","lunch","東區,灣仔區","港島東中心","太古坊","sogo","太古糖廠街","太古華蘭路",NA,NA,NA,NA,NA,NA,NA,NA
